Gene,loci,Training_Score,XGB_Score,Median_Pvalue,Gene_type,rsID_LEAD_SNP,minTRAIT
PLEKHO2,121,,0.342975050210953,0.00000000594,protein_coding,NA,PP
CTBP1,122,,0.792175710201263,0.000000000332,protein_coding,NA,PP
CTBP1-AS2,122,,0.459373414516449,0.000000011307,antisense,rs1250129,PP
MAEA,122,,0.745084345340729,0.0000000365,protein_coding,NA,PP
SPON2,122,,0.779699325561523,0.000000026,protein_coding,NA,PP
UVSSA,122,,0.736910581588745,0.0000000211,protein_coding,NA,PP
NRG1,123,0.75,0.797765195369721,0.0000000001915,protein_coding,"rs4733343, rs11991469",PP
BMP8A,124,,0.438648790121079,0.000008915,protein_coding,NA,DBP
HEYL,124,,0.868486523628235,0.000005065,protein_coding,NA,DBP
MACF1,124,,0.766337931156158,0.0000263,protein_coding,NA,DBP
PABPC4,124,,0.781872749328613,0.000000584,protein_coding,rs4660293,DBP
PPIEL,124,,0.662140369415283,0.000000418,pseudogene,NA,DBP
LRRC8C,125,,0.624774694442749,0.0000000185,protein_coding,rs2065152,DBP
RP11-302M6.4,125,,0.613744854927063,0.00000000267,protein_coding,rs2065152,DBP
BEND7,126,,0.691294074058533,0.000000000182,protein_coding,rs10906391,DBP
AMBRA1,127,,0.787594318389893,0.00000000000000012,protein_coding,NA,DBP
ARHGAP1,127,,0.77627032995224,0.0000000000000004865,protein_coding,NA,"DBP, PP"
ATG13,127,,0.764251887798309,0.0000000000000000412,protein_coding,NA,DBP
CKAP5,127,,0.791998624801636,0.0000000884,protein_coding,rs4534535,"PP, SBP, DBP"
CREB3L1,127,,0.515155792236328,0.000000000000000344,protein_coding,rs72910063,DBP
DGKZ,127,,0.788515567779541,0.000000000000000469,protein_coding,NA,DBP
F2,127,0.75,0.844221830368042,0.000002265,protein_coding,NA,"PP,SBP"
LRP4-AS1,127,,0.11753261089325,0.000000024,antisense,rs1585453,"PP, DBP"
MDK,127,0.75,0.785410702228546,0.00000000000000157,protein_coding,NA,DBP
ZNF408,127,,0.649500131607056,0.000001235,protein_coding,NA,"PP, SBP"
FBN1,128,,0.843501925468445,0.0000000000000000000000000000000000000000000001245,protein_coding,"rs8036173, rs1848050, rs1036477",PP
ABHD17C,129,,0.83628123998642,0.0000000000000000000000000286,protein_coding,"rs2062316, rs35199222, rs2759308, rs2627316",SBP
IRAK1BP1,130,,0.666545450687408,0.000000000000000000000087,protein_coding,rs10943605,DBP
PHIP,130,,0.736316382884979,0.00000000000000000000005,protein_coding,"rs10943605, rs9343860",DBP
CTBP2,131,,0.839568674564362,0.00000386,protein_coding,rs4411245,DBP
WAC,132,,0.753047108650208,0.000000012,protein_coding,NA,DBP
IGF1,133,0.75,0.851753413677216,0.00000000208,protein_coding,rs5742643,SBP
CYP27A1,134,,0.725639700889587,0.000000000000109,protein_coding,rs1996992,DBP
STK36,134,,0.821332097053528,0.00000000000011085,protein_coding,"rs1863703, rs16859180, rs12993599",DBP
TTLL4,134,,0.876758456230164,0.000000000000138,protein_coding,NA,DBP
EVA1C,135,,0.57515287399292,0.0000000542,protein_coding,rs11701033,SBP
DIP2A,136,,0.756662786006928,0.00000000187,protein_coding,rs11701512,PP
CLPB,137,,0.838953733444214,0.00000000000000263,protein_coding,rs504217,DBP
CEP76,138,,0.730876863002777,0.000000116,protein_coding,NA,"PP, SBP"
PSMG2,138,,0.702177405357361,0.000000126,protein_coding,rs963920,"PP,SBP"
SPIRE1,138,,0.595796048641205,0.0000004,protein_coding,NA,PP
PTK2,139,,0.847569644451141,0.000000000000149,protein_coding,"rs10087782, rs11777688, rs11781072","SBP, DBP"
HTR1D,140,0.75,0.638985633850098,0.000000000142,protein_coding,NA,PP
KDM1A,140,0.75,0.762107849121094,0.0000000001845,protein_coding,NA,PP
LACTBL1,140,,0.102194614708424,0.000000000349,protein_coding,NA,PP
LUZP1,140,,0.61901992559433,0.0000000001595,protein_coding,rs150266910,PP
ATP12A,141,,0.483395904302597,0.000000000139,protein_coding,rs55641580,DBP
KIAA1143,142,,0.507491290569305,0.00014165,protein_coding,NA,PP
KIF15,142,,0.700068831443787,0.00000135,protein_coding,"rs6792918, rs141979279",PP
TMEM42,142,,0.404858320951462,0.00000135,protein_coding,NA,PP
ZNF501,142,,0.168136060237885,0.000139,protein_coding,NA,PP
ZNF502,142,,0.620200157165527,0.000168,protein_coding,NA,PP
GABBR1,143,0.75,0.749761998653412,0.000000000000000000000608,protein_coding,rs926552,DBP
MAS1L,143,,0.243993014097214,0.00000000000000000001517,protein_coding,NA,DBP
MAS1LP1,143,,0.102194614708424,0.0000000000000000000074,pseudogene,NA,DBP
OR11A1,143,,0.105120107531548,0.0000000000000000000414,protein_coding,NA,DBP
OR2H1,143,,0.102194614708424,0.0000000000000000000531,protein_coding,NA,DBP
OR2I1P,143,,0.671636164188385,0.000000000000000000001245,pseudogene,NA,DBP
OR5V1,143,,0.102194614708424,0.00000000000000000000858,protein_coding,NA,DBP
RNF39,143,,0.399528801441193,0.00000000000000000000131,protein_coding,NA,DBP
RPS17P1,143,,0.102194614708424,0.0000000000000000000186,pseudogene,NA,DBP
SUMO2P1,143,,0.258700251579285,0.00000000000000000000011,pseudogene,NA,DBP
UBD,143,,0.678237557411194,0.0000000000000000000008335,protein_coding,NA,DBP
UBDP1,143,,0.102194614708424,0.00000000000000000001033,pseudogene,NA,DBP
ZNRD1,143,,0.440365552902222,0.00000000000000000000168,protein_coding,NA,DBP
ZNRD1-AS1,143,,0.613744854927063,0.00000000000000000000366,antisense,NA,DBP
CRAT,144,,0.8729607462883,0.000009905,protein_coding,NA,SBP
IER5L,144,,0.746053874492645,0.000000366,protein_coding,rs184457,SBP
PPP2R4,144,,0.480774492025375,0.00000968,protein_coding,NA,SBP
SPINK7,145,,0.257137507200241,0.000000000458,protein_coding,NA,PP
SPINK9,145,,0.0826382264494896,0.000000001054,protein_coding,NA,PP
PTPN3,146,,0.920012712478638,0.000000000007145,protein_coding,NA,DBP
LRP4,147,,0.556414306163788,0.000000011725,protein_coding,rs1585453,"DBP, PP, SBP"
LRP4-AS1,147,,0.11753261089325,0.000000024,antisense,rs1585453,"PP, DBP"
KLHL42,148,,0.656856536865234,0.000000000139,protein_coding,NA,PP
BMPR1B,149,,0.772961735725403,0.0000000729,protein_coding,"rs1347345, rs3821964, rs1434536",SBP
UNC5C,149,,0.851226985454559,0.00000169,protein_coding,NA,SBP
POLI,150,,0.886918187141419,0.000000000000000361,protein_coding,NA,DBP
STARD6,150,,0.102194614708424,0.00000000000000194,protein_coding,rs34163044,DBP
GPI,151,,0.574259519577026,0.0000835,protein_coding,NA,PP
KIAA0355,151,,0.795854330062866,0.00002725,protein_coding,rs379862,PP
UBA2,151,,0.765724420547485,,protein_coding,NA,""
ARL6IP6,152,,0.37649405002594,0.0000001785,protein_coding,rs3175,PP
PRPF40A,152,,0.751849234104157,0.0000001065,protein_coding,NA,PP
COBLL1,153,,0.764664232730866,0.00000000000409,protein_coding,"rs10184004, rs34271465, rs10195252, rs13389219, rs6717858, rs6712203(^)","SBP, DBP"
ITGA9,154,,0.716446995735169,0.00000000000000154,protein_coding,"rs267517, rs267561, rs267540, rs267539",SBP
FAM46A,155,,0.356981545686722,0.000000000242,protein_coding,rs9449350,SBP
MRPS31,156,,0.605707406997681,0.0000000006,protein_coding,NA,DBP
UGP2,157,,0.757985293865204,0.00000003005,protein_coding,NA,DBP
VPS54,157,,0.762865543365479,0.000000000215,protein_coding,rs13014371,DBP
WDPCP,157,,0.62864750623703,0.000000000294,protein_coding,NA,DBP
DACH1,158,,0.717957735061646,0.0000000017,protein_coding,rs3861113,DBP
FBXO36,159,,0.530617713928223,0.0000000264,protein_coding,NA,SBP
TRIP12,159,,0.79953795671463,0.0000000434,protein_coding,rs1044822,SBP
LCORL,160,,0.653037488460541,0.0000000000000001045,protein_coding,"rs2707450, rs2320299, rs2610990, rs2011603",SBP
CLOCK,161,0.75,0.806658387184143,0.00000000000216,protein_coding,NA,SBP
SRD5A3-AS1,161,,0.327226907014847,0.000000000002615,processed_transcript,rs693367,"SBP,DBP"
TMEM165,161,,0.762749552726746,0.00000000000243,protein_coding,NA,SBP
C5orf56,162,,0.364637553691864,0.00000000000000174,protein_coding,"rs2188962, rs12521868",DBP
P4HA2,162,,0.90173465013504,0.00000000000000643,protein_coding,NA,DBP
PDLIM4,162,,0.752876102924347,0.000000000000000908,protein_coding,NA,DBP
SLC22A4,162,,0.777087330818176,0.0000000000000126,protein_coding,NA,DBP
SLC22A5,162,,0.803575396537781,0.00000000000299,protein_coding,rs274555,DBP
FYN,163,,0.803805828094482,0.00000288,protein_coding,rs2012071,DBP
IL6,164,0.75,0.810854732990265,0.000000000000000006525,protein_coding,"rs1800795, rs2069833",PP
C1orf21,165,,0.796445965766907,0.0000000003955,protein_coding,rs4651224,SBP
ADK,166,,0.639352560043335,0.0000002905,protein_coding,"rs184478328, rs34868542","SBP,PP, DBP"
RGS6,167,,0.763434767723084,0.000000002565,protein_coding,"rs11623535, rs1009017",SBP
COX5A,168,,0.562247335910797,0.0000000000000000000000000000000000000000000000000000000000168,protein_coding,NA,DBP
CPLX3,168,,0.465244382619858,0.000000000000000000000000000000000000000000000000000000000000000000000239,protein_coding,rs6495122,DBP
CSK,168,,0.783873498439789,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004295,protein_coding,rs1378942,DBP
FAM219B,168,,0.550931215286255,0.00000000000000000000000000000000000000000000000000000000000365,protein_coding,NA,DBP
LMAN1L,168,,0.685645401477814,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014685,protein_coding,rs11636952,DBP
MPI,168,,0.667051672935486,0.000000000000000000000000000000000000000000000000000000000008175,protein_coding,NA,DBP
SCAMP2,168,,0.582401752471924,0.000000000000000000000000000000000000000000000000000000000003212855,protein_coding,NA,DBP
ULK3,168,,0.65095978975296,0.000000000000000000000000000000000000000000000000000000000000309,protein_coding,NA,DBP
PDE1A,169,1,0.803158402442932,0.000000000000000000000000000000000619,protein_coding,"rs12693302, rs12996836, rs16823124",DBP
PPP1R1C,169,,0.566524565219879,0.00000000000000263,protein_coding,"rs73040730, rs12474446, rs10197864, rs6732308",SBP
ABI2,170,,0.815271496772766,0.0000000000000000199,protein_coding,NA,PP
RAPH1,170,,0.701697051525116,0.0000000000000000537,protein_coding,NA,PP
CEP68,171,,0.483172923326492,0.000000000000000000000000502,protein_coding,"rs2723065, rs74181299, rs2249105",PP
RAB1A,171,,0.712449550628662,0.00000000000000000000000243,protein_coding,NA,PP
C7orf63,172,,0.83800083398819,0.00000000000258,protein_coding,rs1134956,PP
CDK14,172,,0.806426644325256,0.0000000000335,protein_coding,"rs10245696, rs10487988",PP
AZIN1,173,,0.736558020114899,0.00000002645,protein_coding,rs2513877,DBP
SDCCAG8,174,,0.847940444946289,0.0000000000000000000000000000000000000003455,protein_coding,"rs3897821, rs953492, rs10926987, rs6429422",DBP
C11orf30,175,,0.493883222341538,0.0000000000421,protein_coding,NA,SBP
TSKU,175,,0.58769166469574,0.00000000182,protein_coding,rs1866843,PP
LTBP2,176,,0.703671634197235,0.000000000668,protein_coding,"rs11159091, rs2165197","SBP,PP"
MLTK,177,,0.555193841457367,0.00000000010195,protein_coding,rs6758859,DBP
MEIS1,178,,0.815667808055878,0.000000001885,protein_coding,"rs11897119, rs2300481",SBP
BTBD3,179,,0.63336706161499,0.0000000000287,protein_coding,rs1232482,DBP
NEBL,180,,0.71785432100296,0.00000000000000268,protein_coding,NA,PP
PDE11A,181,0.75,0.788751721382141,0.00000000669,protein_coding,rs1837164,SBP
CHD6,182,,0.7330242395401,0.000000000000000005,protein_coding,NA,DBP
MRAS,183,,0.768849313259125,0.000000000000012,protein_coding,rs2306374,DBP
NME9,183,,0.536450028419495,0.0000000000000018,protein_coding,NA,DBP
PREX2,184,,0.775946080684662,0.0000000001785,protein_coding,rs13253358,SBP
NDUFAF6,185,,0.696871757507324,0.00000000312,protein_coding,"rs896854, rs4582532, rs10086284","SBP, PP,DBP"
TP53INP1,185,,0.881351351737976,0.000000003,protein_coding,rs896854,"PP, SBP"
C1orf116,186,,0.371679931879044,0.0000000000467,protein_coding,NA,DBP
PFKFB2,186,,0.846020519733429,0.00000000008355,protein_coding,NA,DBP
YOD1,186,,0.769882082939148,0.00000000003235,protein_coding,rs2629665,DBP
TGFBR3,187,0.75,0.744079887866974,0.0000000002715,protein_coding,rs17516329,PP
CACNA1C,188,1,0.893913328647614,0.000000000006335,protein_coding,"rs35407591, rs55935819",DBP
ASIC4,189,,0.679823696613312,0.0000001214,protein_coding,rs11695248,DBP
GMPPA,189,,0.777179598808289,0.00000000517,protein_coding,NA,DBP
SPEG,189,,0.730957090854645,0.000000005095,protein_coding,rs12474050,DBP
HLA-DQA1,190,0.75,0.694783210754395,0.0000000000000000000000000000000000000643,protein_coding,rs2187668,DBP
HLA-DQB1,190,,0.54759019613266,,protein_coding,rs2854275,""
CCDC68,191,,0.881253957748413,0.000000005515,protein_coding,rs72930904,DBP
ELL,192,,0.80984091758728,0.00000000000515,protein_coding,rs8111708,PP
ISYNA1,192,,0.677397549152374,0.00000000000483,protein_coding,NA,PP
SSBP4,192,,0.705326855182648,0.00000000000407,protein_coding,NA,PP
PREX1,193,,0.79953795671463,0.00000000000000188,protein_coding,"rs6095221, rs6095241, rs80346118, rs79044887",DBP
LCA5L,194,,0.626923561096191,0.0000000572,protein_coding,rs2277788,PP
SH3BGR,194,,0.643994748592377,0.0000000964,protein_coding,rs4818037,PP
WRB,194,,0.661515831947327,0.000000583,protein_coding,NA,PP
SCN10A,195,0.75,0.739840388298035,0.00000003265,protein_coding,"rs6795970, rs6801957, rs6800541, rs6599251",PP
SHROOM3,196,,0.756419777870178,0.00000000000317,protein_coding,rs10008637,SBP
CCT6A,197,,0.781872749328613,0.00000136,protein_coding,rs6593297,SBP
PHKG1,197,,0.710072815418243,0.00000129,protein_coding,NA,SBP
PSPH,197,,0.796146154403687,0.00000104,protein_coding,NA,SBP
SUMF2,197,,0.532383143901825,0.00000161,protein_coding,NA,SBP
DGKH,198,,0.702842473983765,0.000000039,protein_coding,rs73187288,SBP
VWA8,198,,0.754832684993744,0.000004075,protein_coding,NA,"SBP,PP"
TMEM91,199,,0.430072009563446,0.00000000001555,protein_coding,rs1800470,PP
TTC28,200,,0.636744976043701,0.0000000158,protein_coding,rs9608690,SBP
STAG1,201,,0.795533835887909,0.000000447,protein_coding,NA,SBP
BMPR1B,202,,0.772961735725403,0.0000000729,protein_coding,"rs1347345, rs3821964, rs1434536",SBP
PDLIM5,202,,0.887307822704315,0.000000377,protein_coding,"rs2452600, rs7690296, rs17021918, rs12511169",PP
FNDC1,203,,0.776636600494385,0.00000000000000000000000000000202,protein_coding,"rs585094, rs73023786",PP
ANGPT2,204,0.75,0.782845497131348,0.00000000000929,protein_coding,rs2922895,DBP
MCPH1,204,,0.868114233016968,0.00000000000929,protein_coding,rs2922895,DBP
ENSA,205,,0.423363655805588,0.00000000000167,protein_coding,NA,"PP, SBP"
MCL1,205,0.75,0.719677805900574,0.000000000000862,protein_coding,rs11580946,"PP, SBP"
POGZ,205,,0.781872749328613,0.003716,protein_coding,rs60354484,DBP
PSMB4,205,0.75,0.671746611595154,0.003248,protein_coding,NA,DBP
LATS2,206,,0.820639789104462,0.000000001165,protein_coding,"rs2480171, rs2770928",SBP
CCT6B,207,,0.849030911922455,0.00000174,protein_coding,NA,PP
LIG3,207,,0.870352268218994,0.0000004095,protein_coding,rs3135967,PP
RFFL,207,,0.801184296607971,0.00000108,protein_coding,NA,PP
PIEZO2,208,,0.663833677768707,0.0000000000515,protein_coding,"rs7234309, rs11665020",DBP
KIAA1755,209,,0.852854728698731,0.00000000407,protein_coding,"rs3746471, rs4811601, rs1205445",PP
NOL12,210,,0.392415016889572,0.00000002725,protein_coding,rs5750482,PP
TRIOBP,210,,0.85023307800293,0.00000002725,protein_coding,rs5750482,PP
LEF1,211,,0.739004254341126,0.0000000000126,protein_coding,rs7694643,DBP
LEF1-AS1,211,,0.111053444445133,0.0000000000276,processed_transcript,NA,DBP
BNIP1,212,,0.751796722412109,0.00000005145,protein_coding,rs255299,PP
CREBRF,212,,0.77061665058136,0.00000001255,protein_coding,NA,PP
DUSP1,212,1,0.818416953086853,0.000000000394,protein_coding,rs34471628,DBP
RGS17,213,,0.475502759218216,0.00000000417,protein_coding,rs9479509,DBP
CAMK2B,214,1,0.817411601543427,0.00000000046,protein_coding,NA,PP
GCK,214,0.75,0.787702202796936,0.0000000001845,protein_coding,NA,PP
YKT6,214,,0.779804408550263,0.000000000185,protein_coding,rs1004558,PP
NAA16,215,,0.872447729110718,0.000000000001255,protein_coding,NA,SBP
RAC1P3,215,,0.102194614708424,0.000000000000871,pseudogene,NA,SBP
SLC25A15,215,,0.602543890476227,0.000000000227,protein_coding,NA,DBP
TPTE2P5,215,,0.438301503658295,0.000000000261,pseudogene,rs9549297,DBP
TUBBP2,215,,0.489675730466843,0.00000000000262,pseudogene,NA,SBP
VWA8,215,,0.754832684993744,0.000004075,protein_coding,NA,"SBP,PP"
SHMT1,216,0.75,0.821878731250763,0.00000329,protein_coding,rs941454,"DBP, SBP"
SMCR8,216,,0.661211013793945,0.00000001882,protein_coding,rs7221807,"DBP, SBP"
ALMS1,217,,0.751554667949677,0.00000000717,protein_coding,NA,DBP
CCT7,217,,0.701984345912933,0.0000000351,protein_coding,NA,DBP
EXOC6B,217,,0.717680811882019,0.000000005695,protein_coding,"rs10193543, rs1876490",DBP
FBXO41,217,,0.667527794837952,0.0000000172,protein_coding,NA,DBP
NOTO,217,,0.102194614708424,0.000000002595,protein_coding,NA,DBP
PRADC1,217,,0.781154930591583,0.0000000567,protein_coding,NA,DBP
RAB11FIP5,217,,0.743810474872589,0.000000000405,protein_coding,rs6752507,DBP
SMYD5,217,,0.634623646736145,0.00000000428,protein_coding,NA,DBP
SPR,217,0.75,0.721174001693726,0.0000000193,protein_coding,rs1876487,DBP
FBN2,218,,0.648227095603943,0.000000000000000000000165,protein_coding,"rs1858079, rs1435514, rs892863, rs6595838","DBP, SBP"
SLC12A2,218,1,0.934444427490234,0.000000000000671,protein_coding,NA,SBP
LRRC61,219,,0.415026485919952,0.000000286,protein_coding,NA,SBP
REPIN1,219,,0.717127323150635,0.0000000723,protein_coding,NA,SBP
ZNF775,219,,0.528318226337433,0.0000000646,protein_coding,NA,SBP
DFNA5,220,,0.554903745651245,0.000000002185,protein_coding,rs12979,SBP
MPP6,220,,0.831957042217255,0.0000000381,protein_coding,NA,SBP
PHTF2,221,,0.683164715766907,0.0000000426,protein_coding,"rs7796089, rs2428939, rs848445","SBP,PP"
RSBN1L,221,,0.606247067451477,0.000000341,protein_coding,NA,"SBP,PP"
TMEM60,221,,0.749779045581818,0.0000000474,protein_coding,NA,SBP
PI15,222,,0.445215910673142,0.0000000000644,protein_coding,NA,PP
C9orf66,223,,0.329174369573593,0.000000000294,protein_coding,rs520015,SBP
CBWD1,223,,0.764862775802612,0.0000000118,protein_coding,NA,SBP
DOCK8,223,,0.840710163116455,0.0000000295,protein_coding,NA,SBP
PHC2,224,,0.653852462768555,0.00000044,protein_coding,rs4652875,PP
AMPD3,225,,0.840474843978882,0.00000000000000000000000005015,protein_coding,"rs7129220, rs2957683, rs1450271","SBP,DBP"
MRVI1,225,,0.780539512634277,0.00000000000000000000428,protein_coding,"rs2052692, rs10840457, rs2098839",DBP
YY1,226,,0.795235335826874,0.00000000002715,protein_coding,rs28470843,PP
GCH1,227,,0.810892820358276,0.000001655,protein_coding,NA,"SBP,PP"
ABI2,228,,0.815271496772766,0.0000000000000000199,protein_coding,NA,PP
CARF,228,,0.531085908412933,0.0000000000000113,protein_coding,rs72928605,PP
CYP20A1,228,,0.76240485906601,0.00000000000000002915,protein_coding,rs1469760,PP
ICA1L,228,,0.135253563523293,0.0000000000000189,protein_coding,rs4675300,"PP,DBP"
MRPL50P2,228,,0.102194614708424,0.000000000000000000943,pseudogene,NA,PP
NBEAL1,228,,0.854300558567047,0.0000000000000115,protein_coding,"rs6726999, rs12693982","PP,SBP, DBP"
WDR12,228,,0.849338591098785,0.0000000000000121,protein_coding,"rs72928605, rs535040828","PP,SBP, DBP"
BDH2,229,,0.835261046886444,0.000000000704,protein_coding,rs58477215,"PP, DBP"
CENPE,229,,0.743330538272858,0.00000000195,protein_coding,NA,DBP
CISD2,229,,0.588749527931213,0.00000000000000000021,protein_coding,NA,DBP
SLC9B1,229,,0.372935980558395,0.00000000000000000046,protein_coding,NA,"DBP, PP"
SLC9B2,229,,0.701121985912323,0.00000000000000000156,protein_coding,NA,DBP
UBE2D3,229,,0.743905544281006,0.0000000000000000000354,protein_coding,"rs223408, rs223361",DBP
FRK,230,,0.871378064155579,0.0000000000342,protein_coding,"rs1933737, rs3822857",DBP
NUS1,231,,0.781015276908875,0.00000104,protein_coding,rs2498586,SBP
PDE10A,232,0.75,0.826583385467529,0.00000000000000000074,protein_coding,"rs59641479, rs2934849, rs79663716, rs147212971",DBP
KLF14,233,,0.0991045981645584,0.00000000000000413,protein_coding,NA,SBP
TNS3,234,,0.739935994148254,0.000000000001665,protein_coding,rs12668436,PP
SNX31,235,,0.567342579364777,0.000000000000000005305,protein_coding,"rs1693551, rs2978098",DBP
BNIP3,236,,0.832478642463684,0.00000000022,protein_coding,NA,SBP
PPP2R2D,236,,0.608006119728088,0.00000000006555,protein_coding,"rs7894027, rs7912283",SBP
ADAMTS7,237,,0.901062607765198,0.00000000000000000066,protein_coding,"rs62012628, rs62012629",DBP
MORF4L1,237,,0.721749246120453,0.00000000000000000132,protein_coding,"rs62011027, rs11639335, rs62011052",PP
CA7,238,0.75,0.683510720729828,0.000000000000000028,protein_coding,NA,DBP
CCDC79,238,,0.613744854927063,0.000000000000000305,protein_coding,NA,DBP
CDH16,238,,0.615795075893402,0.0000000000000000637,protein_coding,NA,DBP
DYNC1LI2,238,,0.783978819847107,0.00000000000000034,protein_coding,NA,DBP
NAE1,238,,0.815705418586731,0.00000000000000003295,protein_coding,NA,DBP
PDP2,238,,0.784302353858948,0.0000000000000000123,protein_coding,rs45474499,DBP
ATG7,239,,0.86922413110733,0.00000000000000000000000334,protein_coding,"rs7624086, rs9837162, rs2442795, rs2574698, rs9840982",SBP
HRH1,239,0.75,0.758526980876923,0.0000000000000000000000517,protein_coding,rs347591,SBP
MAD1L1,240,,0.872030854225159,0.0000000000004225,protein_coding,"rs4721175, rs6959688","SBP,DBP"
CLN8,241,,0.652427554130554,0.0000000000643,protein_coding,rs4875958,SBP
AKR1A1,242,,0.806540906429291,0.0000000228,protein_coding,"rs666720, rs512083",PP
CCDC163P,242,,0.0510247871279717,0.0000000362,protein_coding,NA,PP
CCDC17,242,,0.746226847171783,0.00000000502,protein_coding,NA,PP
GPBP1L1,242,,0.577583014965057,0.00000000335,protein_coding,NA,"PP,DBP"
HMGB1P48,242,,0.102194614708424,0.0000000435,pseudogene,NA,PP
IPP,242,,0.705697178840637,0.000000009395,protein_coding,NA,"PP, DBP"
MAST2,242,,0.876272141933441,0.000000000132,protein_coding,"rs11211199, rs1707336","PP,DBP"
MMACHC,242,,0.723248839378357,0.0000000281,protein_coding,NA,PP
NASP,242,,0.484694927930832,0.00000000501,protein_coding,NA,PP
PIK3R3,242,0.75,0.796911656856537,0.000000000126,protein_coding,rs12142296,"PP,DBP"
PRDX1,242,,0.686484813690186,0.0000000368,protein_coding,NA,PP
TESK2,242,,0.822469592094421,0.00000003075,protein_coding,NA,PP
TMEM69,242,,0.596318900585175,0.00000000572,protein_coding,NA,PP
MEF2A,243,,0.784993290901184,0.0000000000444,protein_coding,"rs2581468, rs4965529",SBP
DNM2,244,,0.779804408550263,0.000000142,protein_coding,rs1529744,PP
ZNF100,245,,0.620894551277161,0.000000000116,protein_coding,"rs35717293, rs6511291",DBP
ZNF208,245,,0.547129213809967,0.0000000788,protein_coding,NA,SBP
ZNF257,245,,0.384326219558716,0.0000003145,protein_coding,NA,SBP
RNF126,246,,0.753948926925659,0.00000000475,protein_coding,NA,PP
C1QTNF7,247,,0.442552715539932,0.00000004205,protein_coding,rs13122790,PP
LINC01006,248,,0.491978913545609,0.000000005735,processed_transcript,rs9638084,DBP
CASP9,249,0.75,0.782999873161316,0.00000000000000009835,protein_coding,NA,SBP
CELA2A,249,,0.57250040769577,0.000000000000139,protein_coding,rs3820068,SBP
CELA2B,249,,0.457262486219406,0.000000000000018055,protein_coding,rs3820068,SBP
DNAJC16,249,,0.837760746479034,0.000000000000000142,protein_coding,NA,SBP
BLZF1,250,,0.818051993846893,0.0000000000000271,protein_coding,NA,PP
CCDC181,250,,0.61005437374115,0.0000000000000171,protein_coding,NA,PP
NME7,250,,0.716742515563965,0.0000000000000000256,protein_coding,rs7519279,PP
RBFOX1,251,,0.753860414028168,0.000000514,protein_coding,rs35450617,SBP
KLF2,252,,0.874193072319031,0.0000000000287,protein_coding,rs3745318,DBP
RPL17P12,253,,0.102194614708424,0.00000000000572,pseudogene,rs62169544,DBP
RBMS1,254,,0.73105651140213,0.000000695,protein_coding,NA,SBP
PCOLCE2,255,,0.795922040939331,0.0000000000000176,protein_coding,NA,PP
CAST,256,1,0.890762031078339,0.00000000209,protein_coding,NA,DBP
ERAP1,256,,0.823706865310669,0.00000000000502,protein_coding,"rs27044, rs42398, rs30187, rs27434, rs26653","DBP, SBP"
CDK6,257,,0.79225504398346,0.000000000000000000000000000000000000000838,protein_coding,"rs42038, rs2282978",PP
PDGFRL,258,,0.64949756860733,,protein_coding,NA,""
SLC7A2,258,,0.889227271080017,0.00000000118,protein_coding,"rs56335308, rs75902664",DBP
FBXW2,259,,0.758860230445862,0.00000000000565915,protein_coding,NA,PP
PHF19,259,,0.817081451416016,0.0000000000000113,protein_coding,rs1953126,PP
PSMD5,259,0.75,0.882744550704956,0.0000000000000493,protein_coding,rs10760117,PP
PSMD5-AS1,259,,0.55870908498764,0.0000000000000429,antisense,NA,PP
TRAF1,259,,0.626374185085297,0.0000000000000206,protein_coding,NA,PP
MAPKAP1,260,0.75,0.765228390693665,0.00000000000000188,protein_coding,NA,SBP
PBX3,260,,0.854593396186829,0.0000000000000141,protein_coding,rs13288002,SBP
PRDM16,261,,0.775160431861877,0.00000000000000000000006495,protein_coding,"rs2493292, rs2493291",DBP
CLCA2,262,,0.685645401477814,0.000007835,protein_coding,NA,PP
ODF2L,262,,0.7193763256073,0.0000000485,protein_coding,rs385437,PP
UBASH3B,263,0.75,0.744558274745941,0.00000000668,protein_coding,rs1106243,"DBP, SBP"
YY1,264,,0.795235335826874,0.00000000002715,protein_coding,rs28470843,PP
ZFP36L1,265,,0.56922048330307,0.0000000004735,protein_coding,rs57786342,"DBP,SBP"
CLEC16A,266,,0.748049080371857,0.000007765,protein_coding,"rs9937309, rs11642631",PP
SLC14A2,267,1,0.980312705039978,0.000000000000000000000000000000000000000043,protein_coding,"rs72915306, rs2193635, rs7236548",PP
ANKUB1,268,,0.245391279459,0.0000000874,protein_coding,rs6772704,PP
PFN2,268,,0.802999436855316,0.000000103,protein_coding,rs1457553,PP
RNF13,268,,0.534312784671783,0.0000000209,protein_coding,NA,PP
LIMD1,269,,0.651378989219666,0.00000187,protein_coding,rs34877991,PP
HIST1H2AG,270,,0.458349376916885,0.00000000000000707,protein_coding,NA,PP
VN1R11P,270,,0.102194614708424,0.00000000000000476,pseudogene,NA,PP
HIST1H2BK,271,,0.596776008605957,,protein_coding,NA,""
PRSS16,271,,0.416981905698776,0.000000000000424,protein_coding,NA,PP
ARHGAP29,272,,0.758531093597412,0.00000000241,protein_coding,rs17396055,DBP
GAPDHP29,272,,0.102194614708424,0.0000000044,pseudogene,NA,DBP
